file_name,ground_truth,easyocr_text,easyocr_accuracy,keras_ocr_text,keras_ocr_accuracy,pytesseract_text,pytesseract_accuracy
3a7d196f293b0bf5.jpg,4-9% HATLIFTER STOUT GRAND RIDGE BREWERY VINTAGED NO ADDED CHEMICALS OR PRESERVATIVES Gippsland 330mL Australia 100% PREMIUM EER 1.9z GRAND RIDGE BREWERY LO'S MOST AWARDED BREWERY' . . .,"(ewer ~u5 Most AWARDED  'BREWERY 49"" euryA GRAND 9 9 .ko Rewe?) 6 Aunt Aobrd € chtica MaGes 8J0mn 04erestaa",0.3617747440273038,crans ridge srewer brewery o most awarded wolift g crand ridge ppewev wo treml sintage o ippsland adoed chencals ruese ob so sbom,0.4126984126984127,,0.0
1940f68d6d697475.jpg,Ping Pin LEMON . -So So Pin . Pi S P . . . . .,LEd Pin PvSe Ord ES,0.3384615384615385,dv lemol so p s din,0.4,,0.0
73db6439b8b9aa38.jpg,adidas . . das .,0S odlaas,0.4,css caigas,0.3076923076923077,,0.0
01a28309568b4274.jpg,Chan ans 19 TOEWS KANE 88 88,TOEwS 19 8 KINE Ohay|,0.40816326530612246,toews 19 o kane cha ans,0.5098039215686274,,0.0
3b3fb77c202ef6eb.jpg,2ⁿᵈ Edition COMPUTER ALGORITHMS HOROWITZ SAHNI RAJASEKERAN SP AN INTRODUCTION TO BIOINFORMATICS ALGORIHMS NEIL C. JONES AND DAVEL A. DEVZNER R H FOUNDATIONS OF STATISTICAL NATURAL LANGUAGE PROCESSING CHRISTOPHER D. MANNING AND HINICH SCHÜTZE The C++ Programming Language SPECIAL EDITION C++ N01950514 . Bjarne Stroustru The Creator of C++ COMPUTERS AND INTRACTABILTRY A Guide to the Theory of NP-Completeness Michael R. Garey /David S. Johnson . . ALGOR SECOND THOMAS H. CONMEN CHARLES L. LEISERSON RONALD L. RIVEST CLIFFORD STEIN Writing Clear Essays N01366052 . . . . . . Be L . . . . . . . . TEXTS IN COMPUTER SCIENCE Programming Challenges The ing . EDI,A LGOR T5 COMPUTER Edition ALGORITHMS COvPUTERS AND InTRACTABILITY Guda Kotn An en GINP Compctoness Rfti Da Emt riting Clear Essays HoROWITZ SAHNI RAJASEKERAN AN INTRODUCTION TO BIOINFORMATICS ALGORITHMS JOnes AND DaVGC PEVZNGR The C++ Programming Linguage FOUNDATIONS OF StaTISticAL NATURAL LANGUAGE ProcessinG Ct CARISTophER D ManninG And Hinrich SchUtze Bjarne Stroustru Il (ralor W Jult s3Sua[[ey? Supute13oxd 0i 97i4m0,0.4814814814814815,algorts 2nn edition computer computers and intractability guce witing lo ino algorithms inooy o np compeiones wanae a orun dine clear essays horowitz sahni rajasekeran bus oul an introduction to bioinformatics sobuaitey algorithms surwlelboid saxan the ctt neil c jongs and davel a pevzner a programming nainawos language isnaoss spe dlt ctt foundations of statistical natural language processing christopher ds manning and hinrich schutze bjarne stroustru lhe of crealor,0.4663120567375887,"CompurTerR
ALGORITHMS

Horowmz + Sauni
RAJASEKERAN

Trogramming

¥

Deg
STATISTICAL NATURAL LANGUAGE
Ca

CHRISTOPHER D, MANNING AND

Hinrich Scuitze

 

\ Bjarne Stroustrw

of",0.3245192307692307
15995dc8d65f07a5.jpg,WALT DISNEY'S ENCHANTED WALT DISNEY'S ENCHANTED,"Umd"" Disners ECHN: W DISNEYS ECHH",0.65,enchante i disneys e o enchan a disneys,0.627906976744186,,0.0
308c9c356c731a70.jpg,1/13 4.0 61/61 Canon INFO. * MENU 100-0273 12 1 2 3 4 5 6 7 8 9 10 11 ON/OFF OFF,Onjor V13 4.0 100-0273 9 MENU 61/61 INFO Seaaon,0.40944881889763785,onioff 1000213 0 4 113 menu o 61161 info canon,0.4285714285714286,"Tear al TEA
S 5)

 

a 11}",0.18867924528301883
ad5599d86a25d147.jpg,0 7 7 . . 713 metro bilbao . . . . . . B/SS46 . . . 9 . . 12 metro bilb 12 1372 1230 metro bilbao . . 333 . . 1451 2011 . . . . . co metro bilbaw,"B/SS46 1372 1230_ Ieuu 713 Malannn bilbao , Bueae E Lcnnnttuk 1451 Mctro Kill ecputaa 12 mctro bill taLet]",0.3904382470119522,biss46 eenn blce esin 1230 1372 713 metro blibae bilbao metro biltte coratas o 1451 billy metro crrte 12 mctro bill,0.43846153846153846,,0.0
d0f48b297384a8a2.jpg,BMARINER 660ft=200m . . . . OYSTER PERPETUAL ORG ROLEX G 50 40 30 20 .,RoLEX 054 SoHARONER Z0m Ne1ei ' OE,0.28846153846153844,s rolex dd porpeal osier bmariner 6of200 lie cutied de,0.3548387096774194,,0.0
ce7c884c6a0a9450.jpg,Todos los derechos reservados 2014 www.LosMocanos.com 9 . ERO . MIAMI . LM© LosMocanos.com . .,Todos los derechos reservados 2014 www LosMocanos com Ikidgicah LM LoiMocanor coi,0.7771428571428571,todos los derechos reservados 2014 wwwlosmocanos com ha ee lim losmocanoscom,0.8352941176470589,"Todos los derechos reservados 2014 www.LosMocanos.com

  

 

ey

Pe cuca",0.718562874251497
dcf6437a15038ab7.jpg,STOP,STo,0.8571428571428572,,0.0,,0.0
6ad353b5d7ce1c42.jpg,ck free for men Calvin Klein,tree rolnicn,0.44999999999999996,tree tor ben,0.44999999999999996,,0.0
81fc54d6ff1b4cf6.jpg,NVC T AXI . . . R . EY TH IN IS FOU,2z22 Hyc QaKI,0.16666666666666663,s s e s oaxi ve,0.28,,0.0
b1e00ba026ad8ae6.jpg,THE WAR PICTORIAL (Hollandsche Uitgawe). DE OORLOG IN BEELD THE WAR PICTORIAL (Hollandsche Uitgawe). DE OORLOG IN BEELD MAART 1917 MAART 1917 NEWS& BOOK AGENCY LONDON GENERAL With compliments from the,"THE WAR PICTORIAL (Hollandechc Waric) , T HE WAR PICTORIAL (Kelluridichc UIterLe  - DE DE OORLOG WN BEELD OORLOG TN BEELD 0 8 8 8 MAART MAART",0.5806451612903225,the war pictorial pictorial chollurdschc uiteanel chollanctiche eiteaiah the wak de des beeld beeld oorlog in in oorlog s s  s s maart maart ig17 islz,0.48,,0.0
0e33dbfe849db580.jpg,as ti peog m fr o ipasz seg og z fog r z z x bad tm sog xbaezr so t sttog xbaez m og faz dba s r narratiba erein Andraizea Irati Goikoetxea,( Andraizea Irati Goikoetxea C 14 A F0'in,0.30000000000000004,lt o s c andra izea goikoetea lrati o si c s 4 0 g i t b n a i e n,0.3902439024390244,"age.
mm = Andraizea .

[Cet Cfo) ol =)()- am

a } =!
a
= 8!
_—-
-_
A",0.24154589371980673
